
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     147.35
8                     141.34
16                    152.86
32                    125.02
64                    119.98
128                   139.41
256                   139.94
512                   145.82
1024                  160.18
2048                  145.27
4096                  199.24
8192                  240.32
16384                 283.29
32768                 274.64
65536                 257.03
131072                360.49
262144                451.06
524288                711.37
1048576              1336.27
