
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     147.56
8                     129.15
16                    135.86
32                    140.02
64                    120.66
128                   139.69
256                   139.00
512                   162.01
1024                  171.75
2048                  157.32
4096                  230.45
8192                  278.05
16384                 257.59
32768                 254.70
65536                 432.96
131072                470.07
262144                470.99
524288                735.29
1048576              1409.98
