
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      91.71
8                      92.94
16                     95.92
32                     98.55
64                     86.81
128                    86.50
256                    89.83
512                    90.61
1024                   91.06
2048                  119.53
4096                  108.13
8192                  137.09
16384                 155.14
32768                 235.94
65536                 311.43
131072                622.52
262144                303.94
524288                534.44
1048576               827.70
