
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      95.65
8                     108.33
16                    108.27
32                    112.30
64                     99.86
128                    94.91
256                   115.47
512                   106.94
1024                  102.64
2048                  114.08
4096                  171.60
8192                  196.92
16384                 188.49
32768                 193.65
65536                 193.45
131072                295.38
262144                404.92
524288                605.02
1048576               994.59
