
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      36.46
8                      39.55
16                     36.75
32                     33.00
64                     34.83
128                    34.68
256                    36.04
512                    34.38
1024                   36.68
2048                   38.73
4096                   63.87
8192                   88.42
16384                 112.76
32768                 150.56
65536                 234.26
131072                455.81
262144                255.73
524288                413.26
1048576               802.01
