
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     146.41
8                     122.09
16                    144.53
32                    131.01
64                    121.83
128                   128.71
256                   145.02
512                   159.31
1024                  151.93
2048                  128.29
4096                  198.07
8192                  265.85
16384                 300.19
32768                 310.93
65536                 315.82
131072                387.94
262144                428.98
524288                622.02
1048576              1167.26
