
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      90.54
8                      99.61
16                     99.96
32                     97.01
64                     86.09
128                    88.49
256                   130.75
512                   100.11
1024                   95.36
2048                   94.88
4096                  108.50
8192                  135.04
16384                 172.37
32768                 237.09
65536                 274.48
131072                659.42
262144                306.81
524288                500.93
1048576               978.46
