
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     158.96
8                     170.78
16                    151.25
32                    127.60
64                    134.37
128                   145.38
256                   228.75
512                   195.60
1024                  166.23
2048                  149.76
4096                  233.76
8192                  271.81
16384                 296.26
32768                 337.71
65536                 457.02
131072                344.08
262144                489.91
524288                737.37
1048576              1183.24
