
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      86.93
8                     100.52
16                    100.86
32                     92.19
64                     94.99
128                    88.43
256                    98.78
512                    91.62
1024                   91.78
2048                   93.15
4096                  105.73
8192                  146.24
16384                 164.03
32768                 224.68
65536                 264.18
131072                621.99
262144                308.92
524288                516.99
1048576               871.74
