Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     165.35
8                     207.03
16                    178.36
32                    212.30
64                    260.11
128                   207.91
256                   206.83
512                   179.17
1024                  217.54
2048                  176.15
4096                  284.04
8192                  301.22
16384                 324.28
32768                 326.80
65536                 403.48
131072                554.07
262144                773.38
524288               1435.16
1048576              2765.08
