Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     118.13
8                     125.77
16                    126.00
32                    124.58
64                    128.92
128                   133.30
256                   128.44
512                   138.41
1024                  143.39
2048                  134.52
4096                  153.54
8192                  168.28
16384                 212.07
32768                 255.59
65536                 303.39
131072               1002.01
262144                706.23
524288               1243.74
1048576              2387.40
