Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     140.45
8                     146.10
16                    138.30
32                    136.52
64                    137.63
128                   141.51
256                   149.07
512                   151.99
1024                  167.34
2048                  152.45
4096                  160.74
8192                  190.96
16384                 201.46
32768                 288.23
65536                 323.70
131072               1000.93
262144                655.90
524288               1396.36
1048576              2121.91
