Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     203.92
8                     174.03
16                    178.17
32                    190.39
64                    195.03
128                   188.51
256                   183.78
512                   191.57
1024                  177.28
2048                  189.30
4096                  278.78
8192                  303.33
16384                 291.03
32768                 287.80
65536                 357.67
131072                438.18
262144                841.28
524288               1468.40
1048576              2240.66
