Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     136.64
8                     145.61
16                    136.85
32                    145.61
64                    143.11
128                   143.11
256                   140.55
512                   140.36
1024                  144.44
2048                  152.36
4096                  162.15
8192                  190.05
16384                 217.33
32768                 284.63
65536                 318.98
131072                998.17
262144                675.71
524288               1323.37
1048576              2264.98
