Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     162.62
8                     177.19
16                    162.23
32                    175.20
64                    166.84
128                   173.83
256                   174.07
512                   185.26
1024                  173.63
2048                  172.46
4096                  233.05
8192                  293.23
16384                 321.75
32768                 288.11
65536                 320.25
131072                417.27
262144                723.55
524288               1285.36
1048576              2370.17
