Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      69.34
8                      72.09
16                     70.25
32                     66.51
64                     66.30
128                    66.67
256                    68.07
512                    71.75
1024                   74.57
2048                   71.74
4096                  119.60
8192                  134.07
16384                 169.81
32768                 232.52
65536                 386.46
131072                858.60
262144                639.72
524288               1183.26
1048576              2073.43
