Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      66.43
8                      71.08
16                     74.77
32                     73.19
64                     71.48
128                    66.59
256                    71.87
512                    72.92
1024                   79.68
2048                   72.63
4096                  117.54
8192                  136.47
16384                 166.69
32768                 235.05
65536                 382.35
131072                831.90
262144                612.10
524288               1150.96
1048576              2078.33
