Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     178.31
8                     210.25
16                    215.74
32                    225.78
64                    166.62
128                   176.70
256                   167.39
512                   158.42
1024                  167.77
2048                  211.32
4096                  265.78
8192                  273.64
16384                 270.99
32768                 280.05
65536                 334.18
131072                427.88
262144                690.12
524288               1266.73
1048576              2358.14
