Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     160.15
8                     186.19
16                    166.20
32                    177.92
64                    212.55
128                   191.51
256                   205.67
512                   174.81
1024                  188.45
2048                  178.99
4096                  247.76
8192                  247.27
16384                 246.63
32768                 294.75
65536                 319.61
131072                427.98
262144                748.45
524288               1341.86
1048576              2288.14
