Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     130.32
8                     143.39
16                    143.69
32                    143.44
64                    136.88
128                   144.05
256                   149.80
512                   154.17
1024                  143.47
2048                  150.60
4096                  167.76
8192                  181.01
16384                 202.00
32768                 286.26
65536                 311.26
131072               1021.72
262144                680.36
524288               1400.40
1048576              2217.17
