Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     171.20
8                     211.16
16                    199.37
32                    174.86
64                    176.88
128                   184.75
256                   217.40
512                   203.84
1024                  207.04
2048                  189.79
4096                  251.20
8192                  246.47
16384                 272.81
32768                 388.94
65536                 366.67
131072                550.70
262144                754.32
524288               1748.22
1048576              2431.61
