Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     149.74
8                     145.81
16                    137.69
32                    139.39
64                    158.65
128                   141.41
256                   134.56
512                   147.60
1024                  138.32
2048                  147.52
4096                  156.08
8192                  193.43
16384                 214.36
32768                 272.92
65536                 311.97
131072                980.68
262144                704.20
524288               1502.18
1048576              2262.58
