Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     180.87
8                     311.20
16                    226.37
32                    178.28
64                    292.98
128                   237.85
256                   227.79
512                   207.83
1024                  189.21
2048                  176.55
4096                  268.36
8192                  321.66
16384                 395.45
32768                 376.55
65536                 460.04
131072                896.69
262144                888.86
524288               2106.64
1048576              2380.89
