Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     131.89
8                     150.66
16                    138.37
32                    144.94
64                    132.70
128                   143.03
256                   150.64
512                   154.84
1024                  156.78
2048                  147.42
4096                  163.67
8192                  190.98
16384                 210.27
32768                 277.53
65536                 390.73
131072                994.59
262144                664.22
524288               1307.77
1048576              2130.51
