Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     183.56
8                     191.20
16                    172.97
32                    185.32
64                    165.29
128                   176.96
256                   162.31
512                   186.45
1024                  173.67
2048                  175.69
4096                  296.60
8192                  286.37
16384                 266.49
32768                 312.03
65536                 346.33
131072                421.92
262144                717.42
524288               1278.65
1048576              2350.83
