Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     174.88
8                     200.28
16                    198.89
32                    190.84
64                    204.16
128                   224.34
256                   182.80
512                   194.96
1024                  248.99
2048                  172.73
4096                  269.90
8192                  256.77
16384                 347.09
32768                 447.78
65536                 390.80
131072                504.94
262144                721.56
524288               1665.44
1048576              2455.41
