Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     206.61
8                     186.69
16                    169.36
32                    197.75
64                    160.43
128                   182.22
256                   200.51
512                   172.29
1024                  176.49
2048                  158.88
4096                  256.34
8192                  284.18
16384                 316.92
32768                 411.23
65536                 368.47
131072                571.79
262144                991.86
524288               1474.02
1048576              2485.33
