Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      64.54
8                      65.65
16                     66.62
32                     72.36
64                     73.45
128                    69.57
256                    66.85
512                    70.83
1024                   68.48
2048                   72.36
4096                  120.45
8192                  131.93
16384                 161.46
32768                 239.97
65536                 379.49
131072                864.92
262144                618.37
524288               1161.79
1048576              2078.11
