Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     170.03
8                     199.72
16                    191.47
32                    226.55
64                    169.71
128                   187.53
256                   214.85
512                   196.78
1024                  195.21
2048                  201.58
4096                  273.93
8192                  333.45
16384                 395.62
32768                 463.43
65536                 508.71
131072                618.23
262144                796.20
524288               1998.94
1048576              2693.47
