Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     160.82
8                     180.60
16                    169.71
32                    163.96
64                    187.38
128                   206.41
256                   189.18
512                   168.60
1024                  179.42
2048                  176.60
4096                  254.61
8192                  289.92
16384                 255.96
32768                 278.64
65536                 311.54
131072                435.01
262144                690.62
524288               1289.24
1048576              2270.93
