Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     168.38
8                     169.19
16                    165.29
32                    174.83
64                    168.20
128                   188.47
256                   171.00
512                   165.16
1024                  168.37
2048                  182.72
4096                  293.91
8192                  301.81
16384                 254.72
32768                 332.66
65536                 317.72
131072                412.17
262144                730.88
524288               1574.34
1048576              2288.18
