Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     136.27
8                     139.18
16                    142.35
32                    150.18
64                    143.18
128                   147.79
256                   143.83
512                   146.22
1024                  147.45
2048                  149.56
4096                  160.22
8192                  190.60
16384                 207.21
32768                 270.98
65536                 319.19
131072               1071.51
262144                657.62
524288               1220.66
1048576              2251.10
