Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      65.86
8                      68.21
16                     73.99
32                     72.43
64                     68.29
128                    66.74
256                    68.26
512                    70.19
1024                   72.75
2048                   73.70
4096                  119.95
8192                  131.77
16384                 171.85
32768                 233.52
65536                 383.30
131072                865.29
262144                618.85
524288               1172.11
1048576              2095.92
