Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     131.57
8                     139.70
16                    137.83
32                    138.45
64                    137.60
128                   146.82
256                   143.20
512                   142.67
1024                  137.28
2048                  162.88
4096                  157.78
8192                  178.79
16384                 207.62
32768                 279.50
65536                 318.33
131072               1005.28
262144                693.60
524288               1399.45
1048576              2168.62
