Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     156.49
8                     165.70
16                    188.48
32                    192.18
64                    187.85
128                   177.81
256                   178.35
512                   186.59
1024                  178.88
2048                  190.04
4096                  216.02
8192                  263.20
16384                 282.24
32768                 268.33
65536                 303.85
131072                439.28
262144                686.93
524288               1368.16
1048576              2231.37
