Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     170.15
8                     184.06
16                    171.88
32                    192.40
64                    226.40
128                   192.77
256                   228.32
512                   216.85
1024                  189.10
2048                  162.06
4096                  254.32
8192                  278.89
16384                 336.18
32768                 366.30
65536                 354.10
131072                469.05
262144                764.70
524288               1407.64
1048576              2707.85
