Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      64.71
8                      66.64
16                     65.21
32                     67.09
64                     66.10
128                    69.91
256                    66.00
512                    67.30
1024                   72.89
2048                   77.61
4096                  116.14
8192                  134.49
16384                 179.32
32768                 234.11
65536                 378.13
131072                872.92
262144                613.66
524288               1162.40
1048576              2044.32
