Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     187.03
8                     180.64
16                    187.35
32                    189.20
64                    193.95
128                   230.70
256                   213.52
512                   179.96
1024                  194.22
2048                  201.30
4096                  261.82
8192                  283.44
16384                 332.47
32768                 362.37
65536                 502.37
131072                550.64
262144                947.93
524288               1751.79
1048576              2364.56
