Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     215.52
8                     197.14
16                    194.71
32                    192.11
64                    183.18
128                   186.52
256                   178.31
512                   183.52
1024                  192.72
2048                  167.49
4096                  231.50
8192                  282.46
16384                 360.36
32768                 461.26
65536                 419.16
131072                549.37
262144                842.84
524288               1579.99
1048576              2432.62
