Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     172.39
8                     183.25
16                    214.49
32                    242.08
64                    162.81
128                   161.11
256                   217.91
512                   223.44
1024                  196.67
2048                  186.50
4096                  232.97
8192                  263.62
16384                 350.35
32768                 364.32
65536                 382.77
131072                577.59
262144                780.31
524288               1736.84
1048576              2304.88
