Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                    5333.42
8                    3582.40
16                    159.24
32                    180.72
64                    190.76
128                   192.78
256                   256.51
512                   223.06
1024                  203.22
2048                  169.47
4096                  248.91
8192                  264.40
16384                 350.67
32768                 376.49
65536                 514.84
131072                713.74
262144                763.42
524288               1440.07
1048576              2357.61
