Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     135.18
8                     137.27
16                    137.94
32                    157.80
64                    138.73
128                   143.55
256                   143.11
512                   150.94
1024                  149.85
2048                  168.46
4096                  165.14
8192                  185.45
16384                 202.10
32768                 273.24
65536                 315.24
131072                985.11
262144                650.37
524288               1347.23
1048576              2109.84
