Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     141.72
8                     148.51
16                    140.11
32                    144.52
64                    141.38
128                   147.81
256                   144.28
512                   146.23
1024                  150.65
2048                  158.63
4096                  172.20
8192                  209.52
16384                 206.28
32768                 279.16
65536                 321.49
131072                975.55
262144                652.62
524288               1399.84
1048576              2120.98
