Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     140.56
8                     152.25
16                    145.08
32                    147.10
64                    153.92
128                   156.33
256                   155.36
512                   152.59
1024                  172.91
2048                  157.14
4096                  174.70
8192                  206.84
16384                 212.43
32768                 284.60
65536                 322.91
131072                990.36
262144                650.96
524288               1283.14
1048576              2123.45
