Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      61.65
8                      63.04
16                     64.12
32                     69.16
64                     74.00
128                    84.44
256                    66.40
512                    64.58
1024                   66.38
2048                   70.14
4096                  113.10
8192                  126.04
16384                 154.32
32768                 238.12
65536                 377.02
131072                827.42
262144                605.01
524288               1138.78
1048576              2029.29
