Defaulted container "flux-osu-efa" out of: flux-osu-efa, flux-view (init)

# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     178.19
8                     190.65
16                    173.55
32                    158.95
64                    175.93
128                   198.99
256                   190.37
512                   170.26
1024                  186.62
2048                  188.60
4096                  249.09
8192                  290.14
16384                 299.22
32768                 384.87
65536                 372.84
131072                551.17
262144                842.68
524288               1603.70
1048576              2466.66
