
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      96.06
8                      88.62
16                     91.34
32                     89.03
64                     89.26
128                    89.89
256                    91.43
512                    92.08
1024                   94.46
2048                   98.06
4096                  138.73
8192                  143.67
16384                 152.29
32768                 169.27
65536                 208.56
131072                283.41
262144                317.54
524288                498.95
1048576               835.24
