
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      32.23
8                      32.36
16                     32.33
32                     32.25
64                     32.40
128                    33.83
256                    33.65
512                    33.81
1024                   35.41
2048                   37.10
4096                   62.49
8192                   86.67
16384                 108.65
32768                 148.34
65536                 230.74
131072                449.51
262144                249.22
524288                403.53
1048576               707.24
