
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      32.17
8                      31.89
16                     32.08
32                     32.31
64                     32.32
128                    32.80
256                    33.42
512                    34.10
1024                   35.28
2048                   37.47
4096                   64.82
8192                   87.67
16384                 109.38
32768                 147.32
65536                 229.62
131072                447.42
262144                248.68
524288                405.52
1048576               708.46
