
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      83.23
8                      84.18
16                     84.04
32                     84.27
64                     84.78
128                    85.21
256                    86.23
512                    87.46
1024                   89.17
2048                   92.37
4096                  103.16
8192                  130.78
16384                 151.46
32768                 207.20
65536                 259.59
131072                627.66
262144                291.47
524288                467.17
1048576               778.06
