
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      89.11
8                      89.21
16                     91.14
32                     88.63
64                     89.23
128                    89.66
256                    91.52
512                    92.78
1024                   94.92
2048                   97.88
4096                  139.96
8192                  136.72
16384                 153.37
32768                 164.30
65536                 171.88
131072                227.26
262144                315.22
524288                498.38
1048576               841.61
