
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      83.53
8                      85.21
16                     83.92
32                     84.03
64                     84.30
128                    84.49
256                    86.34
512                    87.24
1024                   90.67
2048                   92.25
4096                  103.13
8192                  133.99
16384                 152.43
32768                 207.74
65536                 253.56
131072                645.41
262144                305.88
524288                502.93
1048576               828.27
