
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     100.84
8                     101.18
16                    101.03
32                    102.67
64                    102.99
128                   105.55
256                   103.62
512                   105.76
1024                  109.14
2048                  100.51
4096                  153.57
8192                  189.47
16384                 190.24
32768                 204.70
65536                 217.25
131072                274.59
262144                360.73
524288                537.63
1048576               881.32
