
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      85.78
8                      84.44
16                     83.84
32                     84.45
64                     88.01
128                    84.41
256                    86.29
512                    86.78
1024                   89.03
2048                   92.27
4096                  102.73
8192                  131.27
16384                 154.33
32768                 207.38
65536                 255.56
131072                648.31
262144                295.83
524288                466.42
1048576               877.59
