
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      32.22
8                      32.20
16                     32.18
32                     32.47
64                     33.16
128                    33.02
256                    44.36
512                    34.81
1024                   35.83
2048                   40.73
4096                   62.59
8192                   87.70
16384                 109.60
32768                 149.11
65536                 230.09
131072                451.07
262144                248.85
524288                407.03
1048576               704.65
