
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      88.14
8                      88.95
16                     90.43
32                     88.94
64                     89.70
128                    89.70
256                    91.13
512                    92.18
1024                   94.65
2048                   97.90
4096                  138.73
8192                  135.58
16384                 153.84
32768                 167.67
65536                 227.15
131072                227.68
262144                332.89
524288                527.10
1048576               831.95
