
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     100.93
8                     101.25
16                    102.97
32                    101.45
64                    102.09
128                   102.66
256                   104.60
512                   105.81
1024                  113.74
2048                   95.89
4096                  155.10
8192                  191.85
16384                 188.57
32768                 204.17
65536                 230.22
131072                296.85
262144                370.31
524288                549.37
1048576               877.78
