
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      31.99
8                      39.01
16                     32.14
32                     32.22
64                     32.58
128                    33.44
256                    33.80
512                    34.04
1024                   38.53
2048                   37.17
4096                   62.49
8192                   87.50
16384                 108.84
32768                 149.16
65536                 231.08
131072                451.70
262144                248.08
524288                403.25
1048576               705.05
