
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                     102.61
8                     101.54
16                    100.96
32                    101.11
64                    102.85
128                   103.32
256                   105.04
512                   104.65
1024                  107.02
2048                   99.40
4096                  157.80
8192                  189.61
16384                 482.29
32768                 199.87
65536                 217.45
131072                276.20
262144                361.27
524288                539.70
1048576               892.18
