
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      83.86
8                      84.22
16                     84.20
32                     84.79
64                     84.91
128                    84.99
256                    86.23
512                    87.47
1024                   89.43
2048                   92.78
4096                  103.92
8192                  131.39
16384                 151.07
32768                 207.50
65536                 259.59
131072                606.23
262144                329.13
524288                469.66
1048576               780.17
