
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      32.28
8                      31.99
16                     32.33
32                     32.24
64                     32.71
128                    32.44
256                    33.55
512                    33.85
1024                   35.21
2048                   37.09
4096                   62.42
8192                   87.18
16384                 108.08
32768                 148.38
65536                 227.59
131072                450.32
262144                247.93
524288                401.54
1048576               705.70
