
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      88.67
8                      89.09
16                     90.36
32                     88.41
64                     89.26
128                    89.58
256                    92.48
512                    92.40
1024                   94.53
2048                   97.61
4096                  140.87
8192                  138.24
16384                 153.27
32768                 156.23
65536                 236.48
131072                226.31
262144                403.33
524288                556.66
1048576               891.63
