
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      32.20
8                      33.08
16                     32.17
32                     33.09
64                     32.34
128                    32.77
256                    33.70
512                    34.04
1024                   35.35
2048                   36.98
4096                   62.54
8192                   87.12
16384                 109.27
32768                 149.18
65536                 230.42
131072                450.49
262144                251.42
524288                403.04
1048576               705.63
