
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      83.65
8                      83.79
16                     83.97
32                     84.91
64                     84.77
128                    84.36
256                    86.43
512                    87.37
1024                   89.37
2048                   92.34
4096                  103.39
8192                  131.60
16384                 150.93
32768                 206.91
65536                 255.10
131072                610.38
262144                293.93
524288                505.11
1048576               787.94
